Study_ID,Analysis_Split,Records_in_historical_906,Author_Year,Year,DOI_or_Link,Persistent_identifier_status,Canonical_Title_v35,Canonical_DOI_v35,Alignment_Status_v35,Evidence_URL_v35,Experiments_n,Records_n,Collection_methods,CLEAR_records,TRACEABLE_CAVEAT_records,REVIEW_FLAG_records,Best_Available_Title,Best_Available_Source_Identifier,Best_Identifier_Source,External_Verification_Date,Metadata_note
Vieira2018_CAB_WeaningEnergy,development,6,Vieira_2018,2018,,not_available_in_V44_study_index,,,,,2,6,,0,6,0,Effect of dietary energy and weaning weight on nitrogen balance and energy metabolizability of piglets,10.1590/1809-6891v19e-49548,journal_metadata_2026-09-22,2026-09-22,"Study identity retained from the historical analysis matrix and independently resolved against publisher/journal metadata on 2026-09-22. This provenance enrichment does not alter any analysis value, split, or model result."
Wang2025_JAS,development,3,Wang_2025,2025,https://doi.org/10.1093/jas/skaf057,available_in_V44_study_index,"Improved quality of cottonseed meal effect of cottonseed protein isolate on growth performance, nut",10.1093/jas/skaf057,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skaf057,1,3,Total feces and urine collection during 4-d digestion-metabolism phase,0,3,0,,https://doi.org/10.1093/jas/skaf057,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Wang2026_JASB_ProteinRelease,development,3,Wang_2026,2026,10.1186/s40104-026-01461-4,available_in_V44_study_index,,,,,1,3,,0,3,0,,10.1186/s40104-026-01461-4,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Wellington2018_JAS_ThrFiber,development,10,Wellington_2018,2018,10.1093/jas/sky381,available_in_V44_study_index,,,,,1,10,,10,0,0,,10.1093/jas/sky381,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Wellington2020_Animals_Thr_Fibre_FermentableProtein,development,20,Wellington_2020,2020,10.3390/ani10112055,available_in_V44_study_index,,,,,1,20,,20,0,0,,10.3390/ani10112055,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
White2015_AFST,development,8,White_2015,2015,https://doi.org/10.1016/j.anifeedsci.2015.08.005,available_in_V44_study_index,"Replacement of soya bean meal with peas and faba beans in growing/finishing pig diets: Effect on performance, carcass composition and nutrient excretion",10.1016/j.anifeedsci.2015.08.005,EXTERNALLY_VERIFIED,https://doi.org/10.1016/j.anifeedsci.2015.08.005,2,8,metabolism crate total collection; 5 d collection after 6 d adaptation,0,8,0,"Replacement of soya bean meal with peas and faba beans in growing/finishing pig diets: Effect on performance, carcass composition and nutrient excretion",https://doi.org/10.1016/j.anifeedsci.2015.08.005,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Wochner2012_Semina,development,4,Wochner_2012,2012,https://doi.org/10.5433/1679-0359.2012v33n4p1599,available_in_V44_study_index,"Blood biochemical parameters, nitrogen balance and gross energy metabolizability in pigs fed with di",10.5433/1679-0359.2012v33n4p1599,SOURCE_VERIFIED_V33,https://doi.org/10.5433/1679-0359.2012v33n4p1599,1,4,total collection,0,0,4,,https://doi.org/10.5433/1679-0359.2012v33n4p1599,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Wu2018_JAFC_LPAA,development,3,Wu_2018,2018,https://doi.org/10.1021/acs.jafc.8b03299,available_in_V44_study_index,Low-Protein Diets Decrease Porcine Nitrogen Excretion but with Restrictive Effects on Amino Acid Utilization,10.1021/acs.jafc.8b03299,EXTERNALLY_VERIFIED,https://doi.org/10.1021/acs.jafc.8b03299,1,3,metabolic cages; total separate feces and urine collection (4 d) after 7 d adaptation; TiO2 marker included,0,3,0,Low-Protein Diets Decrease Porcine Nitrogen Excretion but with Restrictive Effects on Amino Acid Utilization,https://doi.org/10.1021/acs.jafc.8b03299,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Wu2018_LowProtein_AAUtilization,development,3,Wu_2018,2018,https://doi.org/10.1021/acs.jafc.8b03299,available_in_V44_study_index,,,,,1,3,metabolic cages; 7-d habituation plus feces/urine collection during the final experimental week,0,3,0,,https://doi.org/10.1021/acs.jafc.8b03299,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Yang2023_JAS,development,4,Yang2023_JAS,2023,https://doi.org/10.1093/jas/skad188,available_in_V44_study_index,"Digestion and utilization of plant-based diets by transgenic pigs secreting β-glucanase, xylanase, a",10.1093/jas/skad188,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skad188,1,4,,0,0,4,,https://doi.org/10.1093/jas/skad188,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Yang2025_Animals_Fishmeal,development,10,Yang_2025,2025,10.3390/ani15131872,available_in_V44_study_index,,,,,1,10,,0,10,0,,10.3390/ani15131872,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Yoo2009_AJAS,development,4,Yoo_2009,2009,,not_available_in_V44_study_index,Effects of Fermented Soy Protein on Nitrogen Balance and Apparent Fecal and Ileal Digestibility in Weaned Pigs,10.5713/ajas.2009.80274,EXTERNALLY_VERIFIED,https://doi.org/10.5713/ajas.2009.80274,1,4,total collection,4,0,0,Effects of Fermented Soy Protein on Nitrogen Balance and Apparent Fecal and Ileal Digestibility in Weaned Pigs,10.5713/ajas.2009.80274,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Yoo2024_Animals_Additives,development,5,Yoo_2024b,2024,https://doi.org/10.3390/ani14010082,available_in_V44_study_index,"Effects of Supplemental Benzoic Acid, Bromelain, Adipic Acid, and Humic Substances on Nitrogen Utili",10.3390/ani14010082,SOURCE_VERIFIED_V33,https://doi.org/10.3390/ani14010082,1,5,total collection,0,0,5,,https://doi.org/10.3390/ani14010082,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Zervas2001_MSc_FermentableFiber,development,10,Zervas_2001,2001,10.2527/2002.80123247x,available_in_V44_study_index,,,,,2,10,,0,10,0,,10.2527/2002.80123247x,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Zervas2001_MSc_OatHull,development,6,Zervas_2001,2001,10.2527/2002.80123238x,available_in_V44_study_index,,,,,1,6,,0,6,0,,10.2527/2002.80123238x,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Zhang2008_LivSci_pGHRH,development,5,Zhang_2008,2008,10.1016/j.livsci.2007.08.003,available_in_V44_study_index,,,,,1,5,,0,5,0,,10.1016/j.livsci.2007.08.003,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Zhang2014_ThrLys_Weaned,development,3,Zhang_2014,2014,https://doi.org/10.1080/09712119.2013.875915,available_in_V44_study_index,"Effects of dietary threonine:lysine ratios on growth performance, blood urea nitrogen, and nitrogen balance in weaned pigs",10.1080/09712119.2013.875915,EXTERNALLY_VERIFIED,https://doi.org/10.1080/09712119.2013.875915,1,3,metabolic cages; 7-d adaptation + 3-d total feces and urine collection,0,3,0,"Effects of dietary threonine:lysine ratios on growth performance, blood urea nitrogen, and nitrogen balance in weaned pigs",https://doi.org/10.1080/09712119.2013.875915,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Zhang2016_AnimSciJ_Leucine,development,3,Zhang_2016,2016,10.1111/asj.12520,available_in_V44_study_index,,,,,1,3,,3,0,0,,10.1111/asj.12520,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Zhang2020_Animals_Temperature,development,10,Zhang2020_Animals_Temperature,2020,https://doi.org/10.3390/ani10111953,available_in_V44_study_index,Integrative Analysis of Energy Partition Patterns and Plasma Metabolomics Profiles of Modern Growing Pigs Raised at Different Ambient Temperatures,10.3390/ani10111953,EXTERNALLY_VERIFIED,https://doi.org/10.3390/ani10111953,2,10,,0,0,10,Integrative Analysis of Energy Partition Patterns and Plasma Metabolomics Profiles of Modern Growing Pigs Raised at Different Ambient Temperatures,https://doi.org/10.3390/ani10111953,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Zhang2025_Animals,development,2,Zhang_2025,2025,https://doi.org/10.3390/ani15081117,available_in_V44_study_index,Research on the Optimization of Dietary Energy Supply in Growing and Fattening Pigs Under a Low-Temp,10.3390/ani15081117,SOURCE_VERIFIED_V33,https://doi.org/10.3390/ani15081117,1,2,total collection + respiration chamber,0,0,2,,https://doi.org/10.3390/ani15081117,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Zhao2019_LowProtein_AAPatterns,development,28,Zhao_2019,2019,https://doi.org/10.1186/s40104-019-0381-2,available_in_V44_study_index,"Effect of different dietary protein levels and amino acids supplementation patterns on growth performance, carcass characteristics and nitrogen excretion in growing-finishing pigs",10.1186/s40104-019-0381-2,SOURCE_VERIFIED_V33,https://doi.org/10.1186/s40104-019-0381-2,4,28,total collection,28,0,0,,https://doi.org/10.1186/s40104-019-0381-2,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Zhou2018_SIDLys_LowCP_Weaned,development,3,Zhou_2018,2018,https://doi.org/10.1111/asj.13142,available_in_V44_study_index,Evaluation of standardized ileal digestible lysine requirement for 8-20 kg pigs fed low crude protein diets,10.1111/asj.13142,EXTERNALLY_VERIFIED,https://doi.org/10.1111/asj.13142,1,3,metabolic crates; 7-d adaptation + 5-d total feces and urine collection,0,3,0,Evaluation of standardized ileal digestible lysine requirement for 8-20 kg pigs fed low crude protein diets,https://doi.org/10.1111/asj.13142,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
deQuelen2024_JAS,development,2,deQuelen2024_JAS,2024,https://doi.org/10.1093/jas/skae203,available_in_V44_study_index,"Eco-friendly diet: nutrient digestibility, nitrogen and energy balances and growth performance of growing pigs",10.1093/jas/skae203,EXTERNALLY_VERIFIED,https://doi.org/10.1093/jas/skae203,1,2,,0,0,2,"Eco-friendly diet: nutrient digestibility, nitrogen and energy balances and growth performance of growing pigs",https://doi.org/10.1093/jas/skae203,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
deRidder2012_JAS,development,15,de_Ridder_2012,2012,https://doi.org/10.2527/jas2011-4830,available_in_V44_study_index,Immune system stimulation reduces the efficiency of tryptophan utilization for body protein deposition in growing pigs,10.2527/jas.2011-4830,EXTERNALLY_VERIFIED,https://doi.org/10.2527/jas.2011-4830,1,15,marker-based fecal N + urine collection,0,15,0,Immune system stimulation reduces the efficiency of tryptophan utilization for body protein deposition in growing pigs,https://doi.org/10.2527/jas2011-4830,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
vdPeet2020_JAS,development,2,van_der_Peet_Schwering_2020,2020,https://doi.org/10.1093/jas/skaa180,available_in_V44_study_index,Birth weight affects body protein retention but not nitrogen efficiency in the later life of pigs,10.1093/jas/skaa180,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skaa180,1,2,Total feces and urine collection; two 5-d balance periods in crossover design,0,2,0,,https://doi.org/10.1093/jas/skaa180,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
vdPeet2021_JAS,development,4,Van_der_Peet_Schwering_2021,2021,https://doi.org/10.1093/jas/skab101,available_in_V44_study_index,The effects of birth weight and estimated breeding value for protein deposition on nitrogen efficiency in growing pigs,10.1093/jas/skab101,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skab101,1,4,Total feces and urine collection; two 5-d balance periods in change-over design,0,4,0,,https://doi.org/10.1093/jas/skab101,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
