Realization,Budget,Rank,Source_unit,Ingredient_Class
427,12,5,Sorghum::RealV6_高粱_sample8,Sorghum
427,12,6,Cassava::RealV6_木薯_sample2,Cassava
427,12,7,Sorghum::RealV6_高粱_sample1,Sorghum
427,12,8,Sorghum::RealV6_高粱_sample6,Sorghum
427,12,9,Sorghum::RealV6_高粱_sample2,Sorghum
427,12,10,Brown rice::RealV6_糙米_sample1,Brown rice
427,12,11,Brown rice::RealV6_糙米_sample8,Brown rice
427,12,12,Brown rice::RealV6_糙米_sample9,Brown rice
428,3,1,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
428,3,2,Rice bran::RealV6_米糠_sample8,Rice bran
428,3,3,Rice bran::RealV6_米糠_sample7,Rice bran
428,6,1,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
428,6,2,Rice bran::RealV6_米糠_sample8,Rice bran
428,6,3,Rice bran::RealV6_米糠_sample7,Rice bran
428,6,4,Cassava::RealV6_木薯_sample5,Cassava
428,6,5,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
428,6,6,Paddy rice::RealV6_稻谷_sample6,Paddy rice
428,9,1,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
428,9,2,Rice bran::RealV6_米糠_sample8,Rice bran
428,9,3,Rice bran::RealV6_米糠_sample7,Rice bran
428,9,4,Cassava::RealV6_木薯_sample5,Cassava
428,9,5,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
428,9,6,Paddy rice::RealV6_稻谷_sample6,Paddy rice
428,9,7,Paddy rice::RealV6_稻谷_sample10,Paddy rice
428,9,8,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
428,9,9,Wheat::RealV6_小麦_sample6,Wheat
428,12,1,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
428,12,2,Rice bran::RealV6_米糠_sample8,Rice bran
428,12,3,Rice bran::RealV6_米糠_sample7,Rice bran
428,12,4,Cassava::RealV6_木薯_sample5,Cassava
428,12,5,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
428,12,6,Paddy rice::RealV6_稻谷_sample6,Paddy rice
428,12,7,Paddy rice::RealV6_稻谷_sample10,Paddy rice
428,12,8,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
428,12,9,Wheat::RealV6_小麦_sample6,Wheat
428,12,10,Barley::RealV6_大麦_sample6,Barley
428,12,11,Rice bran::RealV6_米糠_sample3,Rice bran
428,12,12,Rice bran::RealV6_米糠_sample10,Rice bran
429,3,1,Paddy rice::RealV6_稻谷_sample8,Paddy rice
429,3,2,Cassava::RealV6_木薯_sample3,Cassava
429,3,3,Wheat::RealV6_小麦_sample2,Wheat
429,6,1,Paddy rice::RealV6_稻谷_sample8,Paddy rice
429,6,2,Cassava::RealV6_木薯_sample3,Cassava
429,6,3,Wheat::RealV6_小麦_sample2,Wheat
429,6,4,Sorghum::RealV6_高粱_sample6,Sorghum
429,6,5,Sorghum::RealV6_高粱_sample2,Sorghum
429,6,6,Barley::RealV6_大麦_sample2,Barley
429,9,1,Paddy rice::RealV6_稻谷_sample8,Paddy rice
429,9,2,Cassava::RealV6_木薯_sample3,Cassava
429,9,3,Wheat::RealV6_小麦_sample2,Wheat
429,9,4,Sorghum::RealV6_高粱_sample6,Sorghum
429,9,5,Sorghum::RealV6_高粱_sample2,Sorghum
429,9,6,Barley::RealV6_大麦_sample2,Barley
429,9,7,Brown rice::RealV6_糙米_sample5,Brown rice
429,9,8,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
429,9,9,Rice bran::RealV6_米糠_sample4,Rice bran
429,12,1,Paddy rice::RealV6_稻谷_sample8,Paddy rice
429,12,2,Cassava::RealV6_木薯_sample3,Cassava
429,12,3,Wheat::RealV6_小麦_sample2,Wheat
429,12,4,Sorghum::RealV6_高粱_sample6,Sorghum
429,12,5,Sorghum::RealV6_高粱_sample2,Sorghum
429,12,6,Barley::RealV6_大麦_sample2,Barley
429,12,7,Brown rice::RealV6_糙米_sample5,Brown rice
429,12,8,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
429,12,9,Rice bran::RealV6_米糠_sample4,Rice bran
429,12,10,Paddy rice::RealV6_稻谷_sample3,Paddy rice
429,12,11,Barley::RealV6_大麦_sample1,Barley
429,12,12,Rice bran::RealV6_米糠_sample8,Rice bran
430,3,1,Brown rice::RealV6_糙米_sample4,Brown rice
430,3,2,Cassava::RealV6_木薯_sample9,Cassava
430,3,3,Sorghum::RealV6_高粱_sample4,Sorghum
430,6,1,Brown rice::RealV6_糙米_sample4,Brown rice
430,6,2,Cassava::RealV6_木薯_sample9,Cassava
430,6,3,Sorghum::RealV6_高粱_sample4,Sorghum
430,6,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
430,6,5,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
430,6,6,Rice bran::RealV6_米糠_sample1,Rice bran
430,9,1,Brown rice::RealV6_糙米_sample4,Brown rice
430,9,2,Cassava::RealV6_木薯_sample9,Cassava
430,9,3,Sorghum::RealV6_高粱_sample4,Sorghum
430,9,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
430,9,5,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
430,9,6,Rice bran::RealV6_米糠_sample1,Rice bran
430,9,7,Brown rice::RealV6_糙米_sample9,Brown rice
430,9,8,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
430,9,9,Sorghum::RealV6_高粱_sample1,Sorghum
430,12,1,Brown rice::RealV6_糙米_sample4,Brown rice
430,12,2,Cassava::RealV6_木薯_sample9,Cassava
430,12,3,Sorghum::RealV6_高粱_sample4,Sorghum
430,12,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
430,12,5,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
430,12,6,Rice bran::RealV6_米糠_sample1,Rice bran
430,12,7,Brown rice::RealV6_糙米_sample9,Brown rice
430,12,8,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
430,12,9,Sorghum::RealV6_高粱_sample1,Sorghum
430,12,10,Rice bran::RealV6_米糠_sample6,Rice bran
430,12,11,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
430,12,12,Rice bran::RealV6_米糠_sample2,Rice bran
431,3,1,Brown rice::RealV6_糙米_sample8,Brown rice
431,3,2,Sorghum::RealV6_高粱_sample3,Sorghum
431,3,3,Wheat::RealV6_小麦_sample4,Wheat
431,6,1,Brown rice::RealV6_糙米_sample8,Brown rice
431,6,2,Sorghum::RealV6_高粱_sample3,Sorghum
431,6,3,Wheat::RealV6_小麦_sample4,Wheat
431,6,4,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
431,6,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
431,6,6,Sorghum::RealV6_高粱_sample2,Sorghum
431,9,1,Brown rice::RealV6_糙米_sample8,Brown rice
431,9,2,Sorghum::RealV6_高粱_sample3,Sorghum
431,9,3,Wheat::RealV6_小麦_sample4,Wheat
431,9,4,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
431,9,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
431,9,6,Sorghum::RealV6_高粱_sample2,Sorghum
431,9,7,Paddy rice::RealV6_稻谷_sample10,Paddy rice
431,9,8,Brown rice::RealV6_糙米_sample10,Brown rice
431,9,9,Wheat::RealV6_小麦_sample5,Wheat
431,12,1,Brown rice::RealV6_糙米_sample8,Brown rice
431,12,2,Sorghum::RealV6_高粱_sample3,Sorghum
431,12,3,Wheat::RealV6_小麦_sample4,Wheat
431,12,4,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
431,12,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
431,12,6,Sorghum::RealV6_高粱_sample2,Sorghum
431,12,7,Paddy rice::RealV6_稻谷_sample10,Paddy rice
431,12,8,Brown rice::RealV6_糙米_sample10,Brown rice
431,12,9,Wheat::RealV6_小麦_sample5,Wheat
431,12,10,Barley::RealV6_大麦_sample1,Barley
431,12,11,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
431,12,12,Paddy rice::RealV6_稻谷_sample8,Paddy rice
432,3,1,Wheat::RealV6_小麦_sample5,Wheat
432,3,2,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
432,3,3,Wheat::RealV6_小麦_sample3,Wheat
432,6,1,Wheat::RealV6_小麦_sample5,Wheat
432,6,2,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
432,6,3,Wheat::RealV6_小麦_sample3,Wheat
432,6,4,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
432,6,5,Brown rice::RealV6_糙米_sample10,Brown rice
432,6,6,Wheat bran::RealV6_小麦麸_sample6,Wheat bran
432,9,1,Wheat::RealV6_小麦_sample5,Wheat
432,9,2,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
432,9,3,Wheat::RealV6_小麦_sample3,Wheat
432,9,4,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
432,9,5,Brown rice::RealV6_糙米_sample10,Brown rice
432,9,6,Wheat bran::RealV6_小麦麸_sample6,Wheat bran
432,9,7,Brown rice::RealV6_糙米_sample8,Brown rice
432,9,8,Barley::RealV6_大麦_sample6,Barley
432,9,9,Sorghum::RealV6_高粱_sample10,Sorghum
432,12,1,Wheat::RealV6_小麦_sample5,Wheat
432,12,2,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
432,12,3,Wheat::RealV6_小麦_sample3,Wheat
432,12,4,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
432,12,5,Brown rice::RealV6_糙米_sample10,Brown rice
432,12,6,Wheat bran::RealV6_小麦麸_sample6,Wheat bran
432,12,7,Brown rice::RealV6_糙米_sample8,Brown rice
432,12,8,Barley::RealV6_大麦_sample6,Barley
432,12,9,Sorghum::RealV6_高粱_sample10,Sorghum
432,12,10,Rice bran::RealV6_米糠_sample6,Rice bran
432,12,11,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
432,12,12,Cassava::RealV6_木薯_sample4,Cassava
433,3,1,Sorghum::RealV6_高粱_sample3,Sorghum
433,3,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
433,3,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
433,6,1,Sorghum::RealV6_高粱_sample3,Sorghum
433,6,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
433,6,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
433,6,4,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
433,6,5,Wheat::RealV6_小麦_sample1,Wheat
433,6,6,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
433,9,1,Sorghum::RealV6_高粱_sample3,Sorghum
433,9,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
433,9,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
433,9,4,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
433,9,5,Wheat::RealV6_小麦_sample1,Wheat
433,9,6,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
433,9,7,Paddy rice::RealV6_稻谷_sample6,Paddy rice
433,9,8,Wheat::RealV6_小麦_sample10,Wheat
433,9,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
433,12,1,Sorghum::RealV6_高粱_sample3,Sorghum
433,12,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
433,12,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
433,12,4,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
433,12,5,Wheat::RealV6_小麦_sample1,Wheat
433,12,6,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
433,12,7,Paddy rice::RealV6_稻谷_sample6,Paddy rice
433,12,8,Wheat::RealV6_小麦_sample10,Wheat
433,12,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
433,12,10,Paddy rice::RealV6_稻谷_sample4,Paddy rice
433,12,11,Barley::RealV6_大麦_sample8,Barley
433,12,12,Wheat::RealV6_小麦_sample4,Wheat
434,3,1,Rice bran::RealV6_米糠_sample5,Rice bran
434,3,2,Cassava::RealV6_木薯_sample5,Cassava
434,3,3,Brown rice::RealV6_糙米_sample3,Brown rice
434,6,1,Rice bran::RealV6_米糠_sample5,Rice bran
434,6,2,Cassava::RealV6_木薯_sample5,Cassava
434,6,3,Brown rice::RealV6_糙米_sample3,Brown rice
434,6,4,Barley::RealV6_大麦_sample6,Barley
434,6,5,Rice bran::RealV6_米糠_sample6,Rice bran
434,6,6,Cassava::RealV6_木薯_sample9,Cassava
434,9,1,Rice bran::RealV6_米糠_sample5,Rice bran
434,9,2,Cassava::RealV6_木薯_sample5,Cassava
434,9,3,Brown rice::RealV6_糙米_sample3,Brown rice
434,9,4,Barley::RealV6_大麦_sample6,Barley
434,9,5,Rice bran::RealV6_米糠_sample6,Rice bran
434,9,6,Cassava::RealV6_木薯_sample9,Cassava
434,9,7,Cassava::RealV6_木薯_sample7,Cassava
434,9,8,Paddy rice::RealV6_稻谷_sample7,Paddy rice
434,9,9,Wheat::RealV6_小麦_sample10,Wheat
434,12,1,Rice bran::RealV6_米糠_sample5,Rice bran
434,12,2,Cassava::RealV6_木薯_sample5,Cassava
434,12,3,Brown rice::RealV6_糙米_sample3,Brown rice
434,12,4,Barley::RealV6_大麦_sample6,Barley
434,12,5,Rice bran::RealV6_米糠_sample6,Rice bran
434,12,6,Cassava::RealV6_木薯_sample9,Cassava
434,12,7,Cassava::RealV6_木薯_sample7,Cassava
434,12,8,Paddy rice::RealV6_稻谷_sample7,Paddy rice
434,12,9,Wheat::RealV6_小麦_sample10,Wheat
434,12,10,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
434,12,11,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
434,12,12,Cassava::RealV6_木薯_sample10,Cassava
435,3,1,Barley::RealV6_大麦_sample4,Barley
435,3,2,Rice bran::RealV6_米糠_sample2,Rice bran
435,3,3,Paddy rice::RealV6_稻谷_sample10,Paddy rice
435,6,1,Barley::RealV6_大麦_sample4,Barley
435,6,2,Rice bran::RealV6_米糠_sample2,Rice bran
435,6,3,Paddy rice::RealV6_稻谷_sample10,Paddy rice
435,6,4,Barley::RealV6_大麦_sample9,Barley
435,6,5,Cassava::RealV6_木薯_sample1,Cassava
435,6,6,Rice bran::RealV6_米糠_sample10,Rice bran
435,9,1,Barley::RealV6_大麦_sample4,Barley
435,9,2,Rice bran::RealV6_米糠_sample2,Rice bran
435,9,3,Paddy rice::RealV6_稻谷_sample10,Paddy rice
435,9,4,Barley::RealV6_大麦_sample9,Barley
435,9,5,Cassava::RealV6_木薯_sample1,Cassava
435,9,6,Rice bran::RealV6_米糠_sample10,Rice bran
435,9,7,Sorghum::RealV6_高粱_sample8,Sorghum
435,9,8,Sorghum::RealV6_高粱_sample7,Sorghum
435,9,9,Barley::RealV6_大麦_sample7,Barley
435,12,1,Barley::RealV6_大麦_sample4,Barley
435,12,2,Rice bran::RealV6_米糠_sample2,Rice bran
435,12,3,Paddy rice::RealV6_稻谷_sample10,Paddy rice
435,12,4,Barley::RealV6_大麦_sample9,Barley
435,12,5,Cassava::RealV6_木薯_sample1,Cassava
435,12,6,Rice bran::RealV6_米糠_sample10,Rice bran
435,12,7,Sorghum::RealV6_高粱_sample8,Sorghum
435,12,8,Sorghum::RealV6_高粱_sample7,Sorghum
435,12,9,Barley::RealV6_大麦_sample7,Barley
435,12,10,Brown rice::RealV6_糙米_sample7,Brown rice
435,12,11,Rice bran::RealV6_米糠_sample8,Rice bran
435,12,12,Rice bran::RealV6_米糠_sample9,Rice bran
436,3,1,Barley::RealV6_大麦_sample7,Barley
436,3,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
436,3,3,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
436,6,1,Barley::RealV6_大麦_sample7,Barley
436,6,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
436,6,3,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
436,6,4,Sorghum::RealV6_高粱_sample8,Sorghum
436,6,5,Barley::RealV6_大麦_sample2,Barley
436,6,6,Brown rice::RealV6_糙米_sample5,Brown rice
436,9,1,Barley::RealV6_大麦_sample7,Barley
436,9,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
436,9,3,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
436,9,4,Sorghum::RealV6_高粱_sample8,Sorghum
436,9,5,Barley::RealV6_大麦_sample2,Barley
436,9,6,Brown rice::RealV6_糙米_sample5,Brown rice
436,9,7,Sorghum::RealV6_高粱_sample9,Sorghum
436,9,8,Brown rice::RealV6_糙米_sample4,Brown rice
436,9,9,Wheat::RealV6_小麦_sample10,Wheat
436,12,1,Barley::RealV6_大麦_sample7,Barley
436,12,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
436,12,3,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
436,12,4,Sorghum::RealV6_高粱_sample8,Sorghum
436,12,5,Barley::RealV6_大麦_sample2,Barley
436,12,6,Brown rice::RealV6_糙米_sample5,Brown rice
436,12,7,Sorghum::RealV6_高粱_sample9,Sorghum
436,12,8,Brown rice::RealV6_糙米_sample4,Brown rice
436,12,9,Wheat::RealV6_小麦_sample10,Wheat
436,12,10,Rice bran::RealV6_米糠_sample8,Rice bran
436,12,11,Brown rice::RealV6_糙米_sample7,Brown rice
436,12,12,Rice bran::RealV6_米糠_sample7,Rice bran
437,3,1,Cassava::RealV6_木薯_sample3,Cassava
437,3,2,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
437,3,3,Rice bran::RealV6_米糠_sample6,Rice bran
437,6,1,Cassava::RealV6_木薯_sample3,Cassava
437,6,2,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
437,6,3,Rice bran::RealV6_米糠_sample6,Rice bran
437,6,4,Rice bran::RealV6_米糠_sample9,Rice bran
437,6,5,Barley::RealV6_大麦_sample1,Barley
437,6,6,Paddy rice::RealV6_稻谷_sample5,Paddy rice
437,9,1,Cassava::RealV6_木薯_sample3,Cassava
437,9,2,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
437,9,3,Rice bran::RealV6_米糠_sample6,Rice bran
437,9,4,Rice bran::RealV6_米糠_sample9,Rice bran
437,9,5,Barley::RealV6_大麦_sample1,Barley
437,9,6,Paddy rice::RealV6_稻谷_sample5,Paddy rice
437,9,7,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
437,9,8,Barley::RealV6_大麦_sample7,Barley
437,9,9,Brown rice::RealV6_糙米_sample10,Brown rice
437,12,1,Cassava::RealV6_木薯_sample3,Cassava
437,12,2,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
437,12,3,Rice bran::RealV6_米糠_sample6,Rice bran
437,12,4,Rice bran::RealV6_米糠_sample9,Rice bran
437,12,5,Barley::RealV6_大麦_sample1,Barley
437,12,6,Paddy rice::RealV6_稻谷_sample5,Paddy rice
437,12,7,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
437,12,8,Barley::RealV6_大麦_sample7,Barley
437,12,9,Brown rice::RealV6_糙米_sample10,Brown rice
437,12,10,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
437,12,11,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
437,12,12,Cassava::RealV6_木薯_sample10,Cassava
438,3,1,Brown rice::RealV6_糙米_sample9,Brown rice
438,3,2,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
438,3,3,Wheat::RealV6_小麦_sample10,Wheat
438,6,1,Brown rice::RealV6_糙米_sample9,Brown rice
438,6,2,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
438,6,3,Wheat::RealV6_小麦_sample10,Wheat
438,6,4,Brown rice::RealV6_糙米_sample8,Brown rice
438,6,5,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
438,6,6,Sorghum::RealV6_高粱_sample3,Sorghum
438,9,1,Brown rice::RealV6_糙米_sample9,Brown rice
438,9,2,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
438,9,3,Wheat::RealV6_小麦_sample10,Wheat
438,9,4,Brown rice::RealV6_糙米_sample8,Brown rice
438,9,5,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
438,9,6,Sorghum::RealV6_高粱_sample3,Sorghum
438,9,7,Rice bran::RealV6_米糠_sample3,Rice bran
438,9,8,Paddy rice::RealV6_稻谷_sample2,Paddy rice
438,9,9,Rice bran::RealV6_米糠_sample6,Rice bran
438,12,1,Brown rice::RealV6_糙米_sample9,Brown rice
438,12,2,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
438,12,3,Wheat::RealV6_小麦_sample10,Wheat
438,12,4,Brown rice::RealV6_糙米_sample8,Brown rice
438,12,5,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
438,12,6,Sorghum::RealV6_高粱_sample3,Sorghum
438,12,7,Rice bran::RealV6_米糠_sample3,Rice bran
438,12,8,Paddy rice::RealV6_稻谷_sample2,Paddy rice
438,12,9,Rice bran::RealV6_米糠_sample6,Rice bran
438,12,10,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
438,12,11,Brown rice::RealV6_糙米_sample1,Brown rice
438,12,12,Cassava::RealV6_木薯_sample8,Cassava
439,3,1,Sorghum::RealV6_高粱_sample8,Sorghum
439,3,2,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
439,3,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
439,6,1,Sorghum::RealV6_高粱_sample8,Sorghum
439,6,2,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
439,6,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
439,6,4,Rice bran::RealV6_米糠_sample1,Rice bran
439,6,5,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
439,6,6,Rice bran::RealV6_米糠_sample4,Rice bran
439,9,1,Sorghum::RealV6_高粱_sample8,Sorghum
439,9,2,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
439,9,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
439,9,4,Rice bran::RealV6_米糠_sample1,Rice bran
439,9,5,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
439,9,6,Rice bran::RealV6_米糠_sample4,Rice bran
439,9,7,Rice bran::RealV6_米糠_sample2,Rice bran
439,9,8,Rice bran::RealV6_米糠_sample7,Rice bran
439,9,9,Brown rice::RealV6_糙米_sample5,Brown rice
439,12,1,Sorghum::RealV6_高粱_sample8,Sorghum
439,12,2,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
439,12,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
439,12,4,Rice bran::RealV6_米糠_sample1,Rice bran
439,12,5,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
439,12,6,Rice bran::RealV6_米糠_sample4,Rice bran
439,12,7,Rice bran::RealV6_米糠_sample2,Rice bran
439,12,8,Rice bran::RealV6_米糠_sample7,Rice bran
439,12,9,Brown rice::RealV6_糙米_sample5,Brown rice
439,12,10,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
439,12,11,Cassava::RealV6_木薯_sample7,Cassava
439,12,12,Wheat::RealV6_小麦_sample2,Wheat
440,3,1,Cassava::RealV6_木薯_sample6,Cassava
440,3,2,Rice bran::RealV6_米糠_sample9,Rice bran
440,3,3,Wheat::RealV6_小麦_sample7,Wheat
440,6,1,Cassava::RealV6_木薯_sample6,Cassava
440,6,2,Rice bran::RealV6_米糠_sample9,Rice bran
440,6,3,Wheat::RealV6_小麦_sample7,Wheat
440,6,4,Wheat::RealV6_小麦_sample1,Wheat
440,6,5,Cassava::RealV6_木薯_sample4,Cassava
440,6,6,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
440,9,1,Cassava::RealV6_木薯_sample6,Cassava
440,9,2,Rice bran::RealV6_米糠_sample9,Rice bran
440,9,3,Wheat::RealV6_小麦_sample7,Wheat
440,9,4,Wheat::RealV6_小麦_sample1,Wheat
440,9,5,Cassava::RealV6_木薯_sample4,Cassava
440,9,6,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
440,9,7,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
440,9,8,Brown rice::RealV6_糙米_sample4,Brown rice
440,9,9,Rice bran::RealV6_米糠_sample10,Rice bran
440,12,1,Cassava::RealV6_木薯_sample6,Cassava
440,12,2,Rice bran::RealV6_米糠_sample9,Rice bran
440,12,3,Wheat::RealV6_小麦_sample7,Wheat
440,12,4,Wheat::RealV6_小麦_sample1,Wheat
440,12,5,Cassava::RealV6_木薯_sample4,Cassava
440,12,6,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
440,12,7,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
440,12,8,Brown rice::RealV6_糙米_sample4,Brown rice
440,12,9,Rice bran::RealV6_米糠_sample10,Rice bran
440,12,10,Barley::RealV6_大麦_sample8,Barley
440,12,11,Cassava::RealV6_木薯_sample9,Cassava
440,12,12,Sorghum::RealV6_高粱_sample9,Sorghum
441,3,1,Rice bran::RealV6_米糠_sample3,Rice bran
441,3,2,Wheat::RealV6_小麦_sample3,Wheat
441,3,3,Cassava::RealV6_木薯_sample8,Cassava
441,6,1,Rice bran::RealV6_米糠_sample3,Rice bran
441,6,2,Wheat::RealV6_小麦_sample3,Wheat
441,6,3,Cassava::RealV6_木薯_sample8,Cassava
441,6,4,Brown rice::RealV6_糙米_sample10,Brown rice
441,6,5,Paddy rice::RealV6_稻谷_sample8,Paddy rice
441,6,6,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
441,9,1,Rice bran::RealV6_米糠_sample3,Rice bran
441,9,2,Wheat::RealV6_小麦_sample3,Wheat
441,9,3,Cassava::RealV6_木薯_sample8,Cassava
441,9,4,Brown rice::RealV6_糙米_sample10,Brown rice
441,9,5,Paddy rice::RealV6_稻谷_sample8,Paddy rice
441,9,6,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
441,9,7,Sorghum::RealV6_高粱_sample10,Sorghum
441,9,8,Cassava::RealV6_木薯_sample2,Cassava
441,9,9,Paddy rice::RealV6_稻谷_sample3,Paddy rice
441,12,1,Rice bran::RealV6_米糠_sample3,Rice bran
441,12,2,Wheat::RealV6_小麦_sample3,Wheat
441,12,3,Cassava::RealV6_木薯_sample8,Cassava
441,12,4,Brown rice::RealV6_糙米_sample10,Brown rice
441,12,5,Paddy rice::RealV6_稻谷_sample8,Paddy rice
441,12,6,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
441,12,7,Sorghum::RealV6_高粱_sample10,Sorghum
441,12,8,Cassava::RealV6_木薯_sample2,Cassava
441,12,9,Paddy rice::RealV6_稻谷_sample3,Paddy rice
441,12,10,Paddy rice::RealV6_稻谷_sample7,Paddy rice
441,12,11,Cassava::RealV6_木薯_sample3,Cassava
441,12,12,Wheat::RealV6_小麦_sample9,Wheat
442,3,1,Wheat::RealV6_小麦_sample1,Wheat
442,3,2,Wheat::RealV6_小麦_sample10,Wheat
442,3,3,Cassava::RealV6_木薯_sample10,Cassava
442,6,1,Wheat::RealV6_小麦_sample1,Wheat
442,6,2,Wheat::RealV6_小麦_sample10,Wheat
442,6,3,Cassava::RealV6_木薯_sample10,Cassava
442,6,4,Paddy rice::RealV6_稻谷_sample11,Paddy rice
442,6,5,Wheat::RealV6_小麦_sample3,Wheat
442,6,6,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
442,9,1,Wheat::RealV6_小麦_sample1,Wheat
